case_type,row_id,label,content,context_json,qwen_background,official_background,prediction_content,prediction_content_context,prediction_content_qwen,prediction_content_official,probability_content,probability_content_context,probability_content_qwen,probability_content_official
qwen_corrects_content,douyin-test-007615,0,毛孔大出油,"[""经常在室外晒的,推荐哪一款面膜好一点??"", ""韩束需要每天敷么?"", ""耳钉是哪里买"", ""一号怎么使用"", ""亲,眼睛怎么保持清澈干净呢?""]",用户可能在询问如何改善毛孔粗大和出油的问题。,该用户可能在询问针对毛孔粗大和油性肌肤问题的护肤产品推荐。,1,1,0,1,0.6629375548743853,0.6339747456183336,0.1254730402007778,0.5509985007503597
qwen_corrects_content,douyin-test-002044,0,刘媛媛这个状态真不错,"[""对,感觉每天都没精神,乏,累"", ""完美了"", ""一路发财"", ""晚上好美女"", ""怎么吃""]",弹幕是在称赞刘媛媛当前的精神状态和表现。,该用户可能是通过夸赞主播的积极状态（如专业度、感染力等），间接表达对直播内容或推荐产品的认可与兴趣。,1,1,0,0,0.7901854632428742,0.5086409278596249,0.2567006228844647,0.2791881592480264
qwen_corrects_content,douyin-test-001097,1,蓝莓还有吧今天,"[""有无糖版的吗"", ""配料干净吗？"", ""蓝莓还有吗今天"", ""这个酸奶特好吃"", ""舞王来了没""]",询问今天是否有蓝莓库存。,该用户是在询问直播间当前是否还有蓝莓库存可供购买。,0,1,1,1,0.283207305762471,0.7883389169096628,0.7833968633312361,0.8279982593758245
qwen_corrects_content,douyin-test-000981,1,是不是预制菜,"[""传熙，玉米甜不甜"", ""这个不拉丝啊"", ""花玉米有吗"", ""水煮多长时间"", ""福临门的大米还补货吗""]",询问当前售卖的商品是否为提前加工好的食品。,该用户可能是在询问直播中展示的食品是否为预先加工好的半成品，以此判断其新鲜度和购买价值。,0,1,1,1,0.2977505496685387,0.6640607682899022,0.760622191591085,0.6682740417780357
qwen_corrects_content,douyin-test-005024,1,换包装了?,"[""一直在用的"", ""呢1抢到"", ""卸妆油卸妆油卸妆油卸妆油"", ""这过咯"", ""夏天建议用吗""]",弹幕在询问产品是否更换了包装。,该用户可能是在询问产品是否更换了包装设计，暗示对产品本身的熟悉和持续关注，并想确认当前售卖的是否为新版本。,0,1,1,0,0.4478323237374745,0.5346698384456227,0.8971194145356672,0.2817063215355453
qwen_corrects_content,douyin-test-007584,1,有祛斑功效吗,"[""极光四季精华油收到了,怎么使用?"", ""脸松,脸垮还有斑还黄,还点用什么"", ""有没有沐浴露推荐"", ""美白面膜用完洗脸吗?"", ""KK最近在哪""]",弹幕想知道这款产品是否有淡化色斑的效果。,该用户是在询问直播推荐的产品是否具备淡化色斑的效果。,0,1,1,1,0.4710203278745322,0.7660058549324014,0.9177280245739357,0.5893745823717089
qwen_corrects_content,douyin-test-007914,0,关掉美颜看看,"[""姐姐之前的睫毛膏还有吗"", ""几号是防晒呀?"", ""妆前面霜"", ""这衬衫好看"", ""洗面奶男士能用吗""]",弹幕希望主播在直播中关闭美颜功能，以更真实地展示自己的状态。,该用户可能是想确认主播的真实肤质或产品效果，对当前展示的美颜修饰存在疑虑，希望通过关闭美颜更客观地评估商品真实性。,1,1,0,0,0.7866207184731723,0.7456930317007894,0.3403846037584156,0.2077526499547369
qwen_corrects_content,douyin-test-001475,1,这是什么肉,"[""都带有调料"", ""与辉同行一路长虹"", ""想要兰考红薯"", ""辣根是啥？？？？"", ""这个很好吃，鲜[舔屏][舔屏][舔屏]""]",弹幕在询问当前展示的商品中肉类的具体种类。,该用户想询问直播中展示的肉类产品的具体种类或名称。,0,1,1,1,0.2713930876609262,0.6627751147972653,0.7069823357610895,0.7594917292783234
qwen_corrects_content,douyin-test-000779,1,宽的有么,"[""爱生活会生活"", ""花生米"", ""保质期多久"", ""与辉同行一路光明"", ""花生米哦""]",询问产品宽度是否有宽尺寸的选项。,该用户可能在询问商品是否有更宽的规格或款式可选。,0,0,1,1,0.4743182413970732,0.3941741062383952,0.9096783868799948,0.608877528581993
qwen_corrects_content,douyin-test-000091,0,小贝好看,"[""有没有婴儿吃的鳕鱼"", ""煮熟的失去Vc！"", ""苹果怎么样"", ""苹果是要1元运费"", ""没货了吗""]",弹幕是在称赞主播的外貌。,该用户想表达的含义是：称赞主播或商品的外观吸引人。,1,1,0,0,0.6536967168651968,0.5552148996760288,0.2213162623766697,0.4593807393229043
qwen_corrects_content,douyin-test-005802,0,我没有,"[""只有夏天涂"", ""精华推荐哪一款"", ""在家也要涂吗"", ""你用什么防晒啊姐姐"", ""有面霜吗""]",当前弹幕是在回应之前的关于防晒产品的问题，表示自己没有使用防晒。,该用户想表达的含义是：自己没有使用或购买过当前讨论的产品（如防晒、面霜等）。,1,1,0,0,0.6606821420233491,0.6582411554100668,0.2450636337533835,0.4372810805838008
qwen_corrects_content,douyin-test-000066,0,卷钱跑路,"[""小贝感冒的声音"", ""顺毛传熙"", ""不错，都是好吃的"", ""蒲公英对胃有好处"", ""不买看看聊天的""]",当前弹幕可能是在表达对主播或商家不诚信行为的不满和失望。,该用户可能是在调侃或讽刺主播推销产品的行为过于急切，像是在急着敛财后离开。,1,1,0,0,0.5073463502931315,0.5665874929556992,0.1314563912083631,0.1581462735607088
qwen_harms_content,douyin-test-004537,1,泥膜和控油乳,"[""玫瑰精油"", ""放冰箱太占地方了"", ""素颜霜生日礼物"", ""买了买了"", ""生日礼物生日礼物生日礼物""]",当前弹幕是在补充说明之前提到的生日礼物，表示收到的礼物中还包括泥膜和控油乳。,该用户可能在询问或关注直播间正在介绍的泥膜和控油乳产品的具体信息或使用效果。,1,0,0,1,0.8405333282376792,0.3548157478941131,0.2168152225120112,0.8445943710711662
qwen_harms_content,douyin-test-003010,0,把你上架,"[""在南方拆开会不会受潮"", ""混合装的有吗"", ""期待一下三号链接"", ""你是中国俄罗斯族人吧?"", ""你的中文比我说的都标准[赞][赞][赞]""]",弹幕希望主播将商品上架。,该用户想表达的含义是：催促主播尽快将提到的商品上架销售。,0,1,1,0,0.0984377982761879,0.6668579629666317,0.6767149189802194,0.323075621543794
qwen_harms_content,douyin-test-008489,0,怎么瘦,"[""怎么用说说"", ""只显示5片"", ""讲一下6号"", ""美白面膜多久贴一次"", ""不用重新拍吧""]",观众想了解如何通过使用产品来达到瘦身的效果。,该用户可能是在询问主播关于产后瘦身或快速减肥的方法。,0,0,1,0,0.1434593088003242,0.4112367192884611,0.7147957457061495,0.209751182989829
qwen_harms_content,douyin-test-005272,1,素颜霜,"[""守了一下午没钱了,还有东西没买[捂脸]"", ""能喷脸吗"", ""沐浴露沐浴露"", ""中福袋"", ""我就是买""]",当前弹幕是在直播中看到素颜霜产品后，表达出对产品的关注或购买意愿。,该用户可能是对素颜霜产品产生兴趣，想询问产品详情或表达购买意向。,1,0,0,1,0.8460647997079063,0.3981489510637189,0.2810025082999778,0.6315548653255644
qwen_harms_content,douyin-test-007803,1,6号讲下,"[""有没有好用的眼膜"", ""你要去思密达弄的新项目叫什么"", ""用这洗面奶,还需要卸妆油吗?"", ""有眼霜吗?有眼霜吗?有眼霜吗?有眼霜吗?有眼霜吗?有眼霜吗?"", ""好运连连""]",弹幕是在提醒主播接下来的讲解内容会在6号进行。,该用户希望主播详细介绍一下6号产品的相关信息。,1,1,0,1,0.8354856562316678,0.7735330724545783,0.282813395449916,0.9269490123952864
qwen_harms_content,douyin-test-001026,0,复合维生素,"[""需要调料盒"", ""晓得了"", ""纯牛奶"", ""有大肚铁锅吗？"", ""四季豆特别好""]",弹幕在询问是否有关于复合维生素的产品。,该用户可能是在询问直播间是否有售卖复合维生素产品，或想了解关于复合维生素的相关信息。,0,1,1,1,0.414300270675565,0.7426939383524885,0.8761029285718547,0.779778914439649
qwen_harms_content,douyin-test-008058,0,要做什么Y美,"[""是拍9号链接吗"", ""直接说几号链接我去拍"", ""哪个眼油"", ""红血丝怎么办呀"", ""眼沟严重""]",弹幕在询问主播当前推荐的Y美产品具体是哪个链接。,该用户想询问如何进行医美项目来改善皮肤问题。,0,1,1,0,0.1666638617157234,0.6345069205717806,0.5761809483825567,0.1788257737907672
qwen_harms_content,douyin-test-005364,0,"西藏不发货,中个福袋吧","[""生日礼物"", ""水还上吗"", ""胶原蛋白"", ""西藏不发货西藏不发货,中个福袋吧"", ""卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油""]",弹幕在重复强调西藏地区不发货，并希望获得福袋奖励。,该用户因所在地区无法收货而转向参与抽奖活动，表达了一种无奈妥协的心态。,0,1,1,0,0.2456928385245963,0.5531854651524085,0.6321676152443059,0.2432049108669544
qwen_harms_content,douyin-test-000546,1,放点黄瓜,"[""内蒙竟然不支持"", ""碗好看"", ""这个碗有卖吗"", ""想要这个碗啊？"", ""想要这个碗""]",弹幕可能是在表达对当前商品或直播内容的某种调侃或另类需求。,该用户可能是希望主播展示或介绍与黄瓜相关的产品，或是建议在当前的食品展示中加入黄瓜作为搭配。,1,1,0,1,0.5896038790763415,0.7694129061673326,0.2173079621348493,0.5741795676408423
qwen_harms_content,douyin-test-006448,0,怎么那么好看呀,"[""有没有聊点情感的"", ""不是眼影"", ""想要这个睡衣"", ""已买已买,怎么用"", ""面膜好用吗""]",弹幕在表达对产品外观的赞赏和好奇。,该用户是在夸赞直播展示的某款产品外观吸引人，暗示对产品产生了兴趣或购买意向。,0,1,1,1,0.3250389006578361,0.5991992853254069,0.6822441082712798,0.5323736863044917
qwen_harms_content,douyin-test-005278,0,让我中个福袋吧,"[""洗面奶,洗面奶,洗面奶"", ""生日礼物"", ""果酸身体露"", ""西瓜霜"", ""有素颜霜吗?""]",弹幕希望获得一个抽奖或福利机会。,该用户希望通过参与直播间的抽奖活动获得免费福利。,0,1,1,0,0.3540033595043532,0.7220066689699277,0.7100154995585302,0.4976092298104133
qwen_harms_content,douyin-test-002229,0,一天吃,"[""哺乳期可以用吗?"", ""天天吃吗"", ""口感好吃不"", ""叶黄素小孩能吃吗"", ""维生素必不可少""]",询问产品每日食用的频率或建议。,该用户想询问产品是否需要每天服用。,0,0,1,1,0.4537062445415706,0.3992191801692156,0.8068788106863333,0.5253443477112145
raw_context_harms,douyin-test-006915,1,"新粉,介绍下面膜好用吗?","[""光子ne"", ""说说光子嫩肤吧"", ""肉毒怎样姐姐"", ""面膜不是敷多了不好?"", ""怎么祛斑啊,好焦虑""]",新入坑的用户想了解面膜的使用效果。,该用户作为新观众想了解主播推荐的面膜效果如何，是否有购买价值。,1,0,1,1,0.9365414453103964,0.4060056028126639,0.9112037088074232,0.6828510228653631
raw_context_harms,douyin-test-003006,0,已拍加急,"[""有AK不[呲牙][呲牙][呲牙]"", ""包装啥样,是中文吗"", ""2好吃,兄弟"", ""已拍巧克力糖"", ""水果糖和你的不一样""]",用户已经下单并选择了加急配送。,该用户想表达的含义是：我已经下单并选择了加急配送服务。  （结合前文语境，直播间讨论的多是商品质量、种类和下单情况，用户用“已拍加急”简洁表明自己完成购买且对收货时效有需求，符合直播间的交易导向氛围。）,0,1,0,0,0.0595077734728135,0.6919945464060835,0.109288773280054,0.2399226622316605
raw_context_harms,douyin-test-007276,1,5号面膜怎么用,"[""补水面膜那个链接"", ""你用的什么口红"", ""我已经买了你的三款面膜了再来一个人瘦脸我要怎么敷?[捂脸]"", ""建议做正颌吗"", ""推荐一下水乳霜""]",询问5号面膜的使用方法。,该用户想询问5号面膜的具体使用方法，可能是对产品功效感兴趣或已购买需要指导。,1,0,1,1,0.8924089604990489,0.4367207389503473,0.9306199344295942,0.8463768667135241
raw_context_harms,douyin-test-007172,0,鼻子塌怎么办,"[""多次回购了"", ""补水补水推荐"", ""姐姐你睡衣是短裤还是长裤呀"", ""这个去皱么"", ""身体露""]",弹幕在询问如何改善鼻子塌的问题。,该用户可能是在询问直播间推荐的产品或美容方法能否改善鼻部塌陷的问题。,0,1,0,0,0.0807951454254202,0.5943520310596364,0.0964073313324636,0.2313245874249057
raw_context_harms,douyin-test-004999,1,洗面奶,"[""没了……"", ""没有了"", ""等一下午了"", ""生日礼物生日礼物生日礼物"", ""都是第一次做人,凭什么我是美女""]",有人在推荐洗面奶产品。,该用户可能在询问或提醒主播介绍当前正在讨论的洗面奶产品，或是表达对洗面奶的兴趣和关注。,1,0,1,1,0.9180181813111296,0.2977991011984744,0.9026575524002176,0.7608585058787983
raw_context_harms,douyin-test-000986,0,已拍,"[""甜不甜？？？？？？"", ""离云南好近"", ""甜吗"", ""海参来一波"", ""传熙，宇辉还在云南吗？""]",用户已经下单购买了商品。,该用户想表达的含义是：我已经下单购买了（你们提到的某款产品）。,0,1,0,0,0.0712920139739869,0.5950887667181309,0.1128485698605924,0.0737630431231149
raw_context_harms,douyin-test-004784,1,有没有沐浴露啊?,"[""上车生日礼物"", ""蓝的好还是绿的好"", ""生日礼物生日礼物"", ""控油面霜呢啊纯"", ""上链接上链接""]",弹幕在询问当前是否有沐浴露产品。,该用户是在询问直播间是否会上架沐浴露产品，表达了对该商品的购买意向。,1,0,1,1,0.8601090075779472,0.4429649995068152,0.9371795844702254,0.892450714716661
raw_context_harms,douyin-test-004107,1,一套吗,"[""都好看"", ""一看就想买[捂脸][捂脸]"", ""也都出不去了"", ""现在上车,要忙了"", ""买了你家袜子非常好""]",询问是否有一整套的产品。,该用户是在询问当前展示的商品是否为成套出售的组合款。,1,0,1,1,0.8169887309417965,0.3959886483886817,0.9720461039928616,0.9158981379251164
raw_context_harms,douyin-test-008763,1,姐姐能讲一下14号链接吗,"[""6666666666号[捂脸]"", ""水乳要擦吗"", ""没有听懂[捂脸][捂脸][捂脸]"", ""买试试"", ""补水的哪一款适合""]",观众希望了解14号链接的产品信息，可能是想确认是否适合自己或有购买意向。,该用户希望主播详细介绍14号商品的具体信息或使用体验。,1,0,1,1,0.9033194401300074,0.4295200126635982,0.8764041754787714,0.9648153100565648
raw_context_harms,douyin-test-008413,0,你做额头啦?,"[""五片的需要重新拍吗?"", ""四号咋样"", ""我拍完了显示的五片"", ""黑头粉刺毛孔粗大用什么黑头粉刺毛孔粗大用什么黑头粉刺毛孔粗大用什么黑头粉刺毛孔粗大用什么"", ""我之前买到假的胶原蛋白面膜了""]",弹幕是在询问主播是否已经处理了额头部位的问题。,该用户可能在询问主播是否做了额头部位的医美项目或美容护理。,0,1,0,0,0.0863872579118161,0.7573098168168075,0.1422076067286407,0.2019854485883307
raw_context_harms,douyin-test-004057,0,我拍了7件加急发货,"[""有没有运费险"", ""远看一天"", ""太好看了"", ""还上私服了吗"", ""后面看看""]",用户已经下单并支付，希望尽快收到商品。,该用户想表达自己已经下单购买了7件商品，并希望商家优先处理自己的订单尽快发货。,0,1,0,0,0.1124127449921334,0.5472587263603941,0.1406404007284945,0.2015447180507913
raw_context_harms,douyin-test-007347,1,大干皮用啥面膜,"[""姐姐今天真的好好看!"", ""护发精油有吗"", ""祛斑美白精华是哪款"", ""脂肪粒怎么搞掉[捂脸][捂脸]"", ""对你今天比较美!!!!""]",大干皮的姐妹在询问适合自己肤质的面膜推荐。,该用户是在询问适合干性皮肤使用的面膜推荐。,1,0,1,1,0.9006927235476268,0.4631812075061604,0.8126131570496281,0.8736171646960388
official_correct_qwen_wrong,douyin-test-000812,1,馍怎么加热,"[""辣吗"", ""凉皮夹馍里"", ""哈哈，传熙也圪蹴着吃"", ""真带劲"", ""就哈吃，美滴很""]",弹幕在询问如何让馍变得热乎。,该用户可能是在询问直播中展示的馍（如凉皮夹馍）的具体食用方法，想了解是否需要加热以及如何操作。,0,0,0,1,0.1022890749624392,0.4017291726688536,0.2346976972836873,0.698039300423423
official_correct_qwen_wrong,douyin-test-004537,1,泥膜和控油乳,"[""玫瑰精油"", ""放冰箱太占地方了"", ""素颜霜生日礼物"", ""买了买了"", ""生日礼物生日礼物生日礼物""]",当前弹幕是在补充说明之前提到的生日礼物，表示收到的礼物中还包括泥膜和控油乳。,该用户可能在询问或关注直播间正在介绍的泥膜和控油乳产品的具体信息或使用效果。,1,0,0,1,0.8405333282376792,0.3548157478941131,0.2168152225120112,0.8445943710711662
official_correct_qwen_wrong,douyin-test-001514,1,刺梨汁，今天机制是最划算的一次,[],当前弹幕表示说话人认为今天购买刺梨汁的活动价格非常优惠，是近期最值得购买的一次。,该用户认为当前促销活动中的刺梨汁价格是近期最优惠的，表现出明确的购买意向。,0,1,0,1,0.1921389624827195,0.5193753562166918,0.2005341802292479,0.5140238301509145
official_correct_qwen_wrong,douyin-test-003010,0,把你上架,"[""在南方拆开会不会受潮"", ""混合装的有吗"", ""期待一下三号链接"", ""你是中国俄罗斯族人吧?"", ""你的中文比我说的都标准[赞][赞][赞]""]",弹幕希望主播将商品上架。,该用户想表达的含义是：催促主播尽快将提到的商品上架销售。,0,1,1,0,0.0984377982761879,0.6668579629666317,0.6767149189802194,0.323075621543794
official_correct_qwen_wrong,douyin-test-008489,0,怎么瘦,"[""怎么用说说"", ""只显示5片"", ""讲一下6号"", ""美白面膜多久贴一次"", ""不用重新拍吧""]",观众想了解如何通过使用产品来达到瘦身的效果。,该用户可能是在询问主播关于产后瘦身或快速减肥的方法。,0,0,1,0,0.1434593088003242,0.4112367192884611,0.7147957457061495,0.209751182989829
official_correct_qwen_wrong,douyin-test-005272,1,素颜霜,"[""守了一下午没钱了,还有东西没买[捂脸]"", ""能喷脸吗"", ""沐浴露沐浴露"", ""中福袋"", ""我就是买""]",当前弹幕是在直播中看到素颜霜产品后，表达出对产品的关注或购买意愿。,该用户可能是对素颜霜产品产生兴趣，想询问产品详情或表达购买意向。,1,0,0,1,0.8460647997079063,0.3981489510637189,0.2810025082999778,0.6315548653255644
official_correct_qwen_wrong,douyin-test-007803,1,6号讲下,"[""有没有好用的眼膜"", ""你要去思密达弄的新项目叫什么"", ""用这洗面奶,还需要卸妆油吗?"", ""有眼霜吗?有眼霜吗?有眼霜吗?有眼霜吗?有眼霜吗?有眼霜吗?"", ""好运连连""]",弹幕是在提醒主播接下来的讲解内容会在6号进行。,该用户希望主播详细介绍一下6号产品的相关信息。,1,1,0,1,0.8354856562316678,0.7735330724545783,0.282813395449916,0.9269490123952864
official_correct_qwen_wrong,douyin-test-003100,0,牛仔裤没有了,"[""裤子卡码怎么拍"", ""没了裤子"", ""抢不到"", ""裤子没有"", ""短皮衣短皮衣短皮衣短皮衣短皮衣短皮衣""]",当前弹幕表示观众发现之前提到的牛仔裤已经售罄，无法购买。,该用户想表达的含义是：牛仔裤的库存已经售罄，希望商家能补货。,1,1,1,0,0.826522757986748,0.5802155637611721,0.5869297654819555,0.4947793923842031
official_correct_qwen_wrong,douyin-test-008058,0,要做什么Y美,"[""是拍9号链接吗"", ""直接说几号链接我去拍"", ""哪个眼油"", ""红血丝怎么办呀"", ""眼沟严重""]",弹幕在询问主播当前推荐的Y美产品具体是哪个链接。,该用户想询问如何进行医美项目来改善皮肤问题。,0,1,1,0,0.1666638617157234,0.6345069205717806,0.5761809483825567,0.1788257737907672
official_correct_qwen_wrong,douyin-test-005855,1,第一次刷到你.我想要你两半的面膜,"[""那个胶原蛋白浇灌面膜的几号链接"", ""祛斑用几号"", ""涂了防晒以后必须卸妆吗?"", ""你的上下睫毛是种的还是自己的"", ""推荐一下防晒霜""]",这位观众第一次看到直播，表达了对主播的喜欢，并希望得到主播一半的面膜。,该用户想表达的是：刚进入直播间就被主播推荐的面膜吸引，想购买主播展示的那款分片式面膜。,0,1,0,1,0.3960271511601462,0.5175236105388293,0.1958166835551041,0.5270859770958091
official_correct_qwen_wrong,douyin-test-003645,1,我喜欢你的项链配饰,"[""153净身高裤裙买什么个子的"", ""裤子搭个别的衣服看看"", ""裤子卡码怎么拍"", ""美背美背美背"", ""裤子卡码拍大还是拍小""]",弹幕是在表达对主播佩戴的项链配饰的喜爱。,该用户对主播佩戴的项链款式感兴趣，暗示想了解商品详情或购买方式。,0,1,0,1,0.3523785443780489,0.5149329636135858,0.2529531821946718,0.6119082114741409
official_correct_qwen_wrong,douyin-test-005364,0,"西藏不发货,中个福袋吧","[""生日礼物"", ""水还上吗"", ""胶原蛋白"", ""西藏不发货西藏不发货,中个福袋吧"", ""卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油卸妆油""]",弹幕在重复强调西藏地区不发货，并希望获得福袋奖励。,该用户因所在地区无法收货而转向参与抽奖活动，表达了一种无奈妥协的心态。,0,1,1,0,0.2456928385245963,0.5531854651524085,0.6321676152443059,0.2432049108669544
